customer_customerNumber,customer_customerName,customer_contactFirstName,customer_contactLastName,customer_phone,customer_addressLine1,customer_addressLine2,customer_postalCode,customer_county,customer_subCounty,customer_status,customerorder_orderNumber,customerorder_orderDate,customerorder_requiredDate,customerorder_dispatchDate,customerorder_orderStatusID,customerorder_customerNumber,customerfeedback_customerfeedbackID,customerfeedback_foodquality,customerfeedback_servicequality,customerfeedback_pricetovalue,customerfeedback_ambiance,customerfeedback_comment,orderdetail_productCode,orderdetail_quantityOrdered,orderdetail_priceEach,product_productName,product_productDescription,product_quantityInStock,product_costOfProduction,product_sellingPrice,productcategory_productCategoryID,productcategory_categoryName,productcategory_categoryDescription,orderstatus_orderStatusID,orderstatus_status,branch_branchCode,branch_phone,branch_addressLine1,branch_addressLine2,branch_postalCode,branch_county,branch_subCounty
181,Emmanuelle Ibrahim,Emmanuelle,Ibrahim,0760368308,471 Moi Ave,Apt 26,5513,Wajir,Naivasha,1,402,2022-03-01 16:10:32,2022-03-01 16:47:12,2022-03-05 18:45:21,2,181,1294,4,4,4,3,Amazing experience overall.,P017,5,50.00,Bhajia,"Potato fritters, deep-fried in a spiced gram flour batter.",100,20.00,50.00,9,Fried Dishes,"Dishes that are deep-fried, often using batter or dough, and served as snacks or accompaniments.",2,Processing,1,0700000001,Westlands Commercial Centre,"Ring Road, Westlands",00100,Nairobi,Westlands
644,Joseph Mbeki,Joseph,Mbeki,0744761299,713 Eldoret Ln,Apt 55,22806,Mombasa,Nakuru Town,1,405,2023-12-01 15:46:58,2023-12-01 23:00:53,2023-12-06 05:11:29,3,644,4591,5,5,4,4,Food was delicious.,P070,7,200.00,Nyama na Sukuma,Beef served with collard greens.,60,100.00,200.00,3,Meat-Based Dishes,"Dishes made with different types of meat, such as beef, chicken, or goat.",3,In Transit,1,0700000001,Westlands Commercial Centre,"Ring Road, Westlands",00100,Nairobi,Westlands
695,[Business] InterContinental Palace,Alaine,Kiplagat,0766060918,952 Nakuru Blvd,Apt 22,58643,Kitui,Eldoret East,0,456,2023-07-22 09:19:04,2023-07-23 02:55:16,2023-07-23 21:59:24,3,695,4965,2,2,2,1,Limited vegetarian options.,P064,5,200.00,Nyama na Maharagwe,Beef served with beans.,60,100.00,200.00,3,Meat-Based Dishes,"Dishes made with different types of meat, such as beef, chicken, or goat.",3,In Transit,1,0700000001,Westlands Commercial Centre,"Ring Road, Westlands",00100,Nairobi,Westlands
590,Michel Wanyama,Michel,Wanyama,0734144357,856 Koinange St,Apt 69,31320,Nairobi,Nyali,0,465,2023-06-11 18:04:29,2023-06-13 00:49:41,2023-06-13 15:54:48,2,590,4213,2,2,1,2,Noisy kitchen staff.,P057,1,200.00,Kuku na Matoke,Chicken served with plantains.,70,100.00,200.00,3,Meat-Based Dishes,"Dishes made with different types of meat, such as beef, chicken, or goat.",2,Processing,1,0700000001,Westlands Commercial Centre,"Ring Road, Westlands",00100,Nairobi,Westlands
286,Michel Mbeki,Michel,Mbeki,0764405943,830 State House Rd,Apt 92,39961,Marsabit,Naivasha,0,488,2021-05-18 10:44:40,2021-05-23 07:11:01,2021-05-18 18:51:27,1,286,2066,1,2,1,1,Not impressed.,P062,6,150.00,Supu ya Kuku na Wali,Chicken soup served with rice.,60,70.00,150.00,6,Soup/Stew Dishes,"Soups or stews made with a variety of ingredients, including meat, vegetables, or plantains.",1,Pending,1,0700000001,Westlands Commercial Centre,"Ring Road, Westlands",00100,Nairobi,Westlands
286,Michel Mbeki,Michel,Mbeki,0764405943,830 State House Rd,Apt 92,39961,Marsabit,Naivasha,0,488,2021-05-18 10:44:40,2021-05-23 07:11:01,2021-05-18 18:51:27,1,286,2066,1,2,1,1,Not impressed.,P086,7,70.00,Banku,"A fermented corn and cassava dough, cooked into a smooth, starchy side dish.",80,30.00,70.00,10,Combination Plates,"Meals that combine multiple components, such as staples paired with vegetables, beans, or meat.",1,Pending,1,0700000001,Westlands Commercial Centre,"Ring Road, Westlands",00100,Nairobi,Westlands
286,Michel Mbeki,Michel,Mbeki,0764405943,830 State House Rd,Apt 92,39961,Marsabit,Naivasha,0,488,2021-05-18 10:44:40,2021-05-23 07:11:01,2021-05-18 18:51:27,1,286,2066,1,2,1,1,Not impressed.,P064,2,200.00,Nyama na Maharagwe,Beef served with beans.,60,100.00,200.00,3,Meat-Based Dishes,"Dishes made with different types of meat, such as beef, chicken, or goat.",1,Pending,1,0700000001,Westlands Commercial Centre,"Ring Road, Westlands",00100,Nairobi,Westlands
725,Mwangi Mutua,Mwangi,Mutua,0729091866,341 Dennis Pritt Rd,Apt 39,42436,Nairobi,Nakuru Town,0,518,2024-04-13 05:32:15,2024-04-17 23:17:02,2024-04-13 21:25:49,5,725,5156,3,4,3,4,Food was too salty.,P099,5,100.00,Potjiekos,"A slow-cooked stew made with meat, vegetables, and spices, traditionally cooked in a cast-iron pot.",60,50.00,100.00,10,Combination Plates,"Meals that combine multiple components, such as staples paired with vegetables, beans, or meat.",5,Cancelled,1,0700000001,Westlands Commercial Centre,"Ring Road, Westlands",00100,Nairobi,Westlands
725,Mwangi Mutua,Mwangi,Mutua,0729091866,341 Dennis Pritt Rd,Apt 39,42436,Nairobi,Nakuru Town,0,518,2024-04-13 05:32:15,2024-04-17 23:17:02,2024-04-13 21:25:49,5,725,5156,3,4,3,4,Food was too salty.,P095,6,50.00,Chakalaka,"A spicy vegetable relish made with tomatoes, onions, peppers, and beans.",100,20.00,50.00,10,Combination Plates,"Meals that combine multiple components, such as staples paired with vegetables, beans, or meat.",5,Cancelled,1,0700000001,Westlands Commercial Centre,"Ring Road, Westlands",00100,Nairobi,Westlands
498,[Business] Serena Inn,Emmanuel,Kiplagat,0795423760,319 Kileleshwa Rd,Apt 14,32646,Mombasa,Molo,0,545,2022-09-03 20:20:14,2022-09-07 18:40:35,2022-09-06 05:57:44,3,498,3597,5,5,5,5,Fresh ingredients used.,P063,1,200.00,Kuku na Maharagwe,Chicken served with beans.,70,100.00,200.00,3,Meat-Based Dishes,"Dishes made with different types of meat, such as beef, chicken, or goat.",3,In Transit,1,0700000001,Westlands Commercial Centre,"Ring Road, Westlands",00100,Nairobi,Westlands
498,[Business] Serena Inn,Emmanuel,Kiplagat,0795423760,319 Kileleshwa Rd,Apt 14,32646,Mombasa,Molo,0,545,2022-09-03 20:20:14,2022-09-07 18:40:35,2022-09-06 05:57:44,3,498,3597,5,5,5,5,Fresh ingredients used.,P100,4,50.00,Vetkoek,"Deep-fried dough balls, often filled with minced meat or served with syrup.",90,20.00,50.00,8,Sweet Snacks/Desserts,"Sweet dishes or snacks, often fried or baked, served as a dessert or treat.",3,In Transit,1,0700000001,Westlands Commercial Centre,"Ring Road, Westlands",00100,Nairobi,Westlands
371,[Business] Tamarind Haven,Patrick,Kiplagat,0727143026,739 Riverside Dr,Apt 16,36300,Mandera,Moiben,1,557,2024-09-19 11:41:55,2024-09-22 12:54:13,2024-09-23 23:01:12,5,371,2685,3,3,4,3,Clean and tidy.,P097,7,100.00,Sosaties,"Marinated meat skewers, typically made with lamb or chicken, grilled and served with apricots.",70,50.00,100.00,10,Combination Plates,"Meals that combine multiple components, such as staples paired with vegetables, beans, or meat.",5,Cancelled,1,0700000001,Westlands Commercial Centre,"Ring Road, Westlands",00100,Nairobi,Westlands
307,[Business] Fairmont Haven,Pauline,Mugabe,0729172667,938 Embakasi Rd,Apt 52,1872,Mombasa,Langata,1,569,2022-03-17 15:26:43,2022-03-18 10:12:52,2022-03-21 14:10:51,5,307,2210,2,2,2,2,Great place for celebrations.,P038,3,150.00,Supu ya Mbuzi,Goat soup cooked with spices.,60,70.00,150.00,6,Soup/Stew Dishes,"Soups or stews made with a variety of ingredients, including meat, vegetables, or plantains.",5,Cancelled,1,0700000001,Westlands Commercial Centre,"Ring Road, Westlands",00100,Nairobi,Westlands
307,[Business] Fairmont Haven,Pauline,Mugabe,0729172667,938 Embakasi Rd,Apt 52,1872,Mombasa,Langata,1,569,2022-03-17 15:26:43,2022-03-18 10:12:52,2022-03-21 14:10:51,5,307,2210,2,2,2,2,Great place for celebrations.,P016,6,300.00,Kuku Choma,"Grilled chicken, marinated with spices.",50,150.00,300.00,3,Meat-Based Dishes,"Dishes made with different types of meat, such as beef, chicken, or goat.",5,Cancelled,1,0700000001,Westlands Commercial Centre,"Ring Road, Westlands",00100,Nairobi,Westlands
307,[Business] Fairmont Haven,Pauline,Mugabe,0729172667,938 Embakasi Rd,Apt 52,1872,Mombasa,Langata,1,569,2022-03-17 15:26:43,2022-03-18 10:12:52,2022-03-21 14:10:51,5,307,2210,2,2,2,2,Great place for celebrations.,P092,3,100.00,Bobotie,"A spiced minced meat dish baked with an egg-based topping, often served with yellow rice.",60,50.00,100.00,10,Combination Plates,"Meals that combine multiple components, such as staples paired with vegetables, beans, or meat.",5,Cancelled,1,0700000001,Westlands Commercial Centre,"Ring Road, Westlands",00100,Nairobi,Westlands
147,Patrick Munee,Patrick,Munee,0754499327,926 Eldoret Ln,Apt 18,82295,Mombasa,Jomvu,0,572,2023-04-30 15:59:35,2023-05-05 04:52:06,2023-05-05 20:44:23,4,147,1058,2,1,2,2,The salad was wilted.,P005,8,70.00,Githeri,A traditional Kikuyu dish of boiled maize and beans.,80,30.00,70.00,5,Legume-Based Dishes,"Dishes featuring beans, lentils, or other legumes, cooked with spices or coconut milk.",4,Delivered,1,0700000001,Westlands Commercial Centre,"Ring Road, Westlands",00100,Nairobi,Westlands
147,Patrick Munee,Patrick,Munee,0754499327,926 Eldoret Ln,Apt 18,82295,Mombasa,Jomvu,0,572,2023-04-30 15:59:35,2023-05-05 04:52:06,2023-05-05 20:44:23,4,147,1058,2,1,2,2,The salad was wilted.,P063,4,200.00,Kuku na Maharagwe,Chicken served with beans.,70,100.00,200.00,3,Meat-Based Dishes,"Dishes made with different types of meat, such as beef, chicken, or goat.",4,Delivered,1,0700000001,Westlands Commercial Centre,"Ring Road, Westlands",00100,Nairobi,Westlands
70,[Business] Serena Resort,Emmanuelle,Kabongo,0761928305,621 Karen Rd,Apt 17,74470,Wajir,Eldoret East,0,597,2025-03-11 15:01:22,2025-03-12 21:48:47,2025-03-14 15:20:51,3,70,501,2,2,2,1,Uncomfortable chairs.,P008,6,30.00,Kachumbari,Fresh tomato and onion salad with cilantro and lime.,100,10.00,30.00,2,Vegetable-Based Dishes,"Dishes that primarily consist of vegetables, often saut̩ed or cooked with spices.",3,In Transit,1,0700000001,Westlands Commercial Centre,"Ring Road, Westlands",00100,Nairobi,Westlands
63,Michel Omar,Michel,Omar,0755541077,388 James Gichuru Rd,Apt 28,81846,Eldoret,Naivasha,0,607,2025-05-30 20:02:21,2025-06-02 20:19:58,2025-06-04 23:16:00,2,63,447,2,1,1,1,Overpriced for the quality.,P082,1,80.00,Egusi Soup,"A Nigerian soup made with melon seeds, leafy vegetables, and meat or fish.",70,40.00,80.00,10,Combination Plates,"Meals that combine multiple components, such as staples paired with vegetables, beans, or meat.",2,Processing,1,0700000001,Westlands Commercial Centre,"Ring Road, Westlands",00100,Nairobi,Westlands
63,Michel Omar,Michel,Omar,0755541077,388 James Gichuru Rd,Apt 28,81846,Eldoret,Naivasha,0,607,2025-05-30 20:02:21,2025-06-02 20:19:58,2025-06-04 23:16:00,2,63,447,2,1,1,1,Overpriced for the quality.,P049,7,70.00,Wali wa Nazi na Kuku,Coconut rice served with chicken.,80,30.00,70.00,4,Rice Dishes,"Dishes that use rice as the main ingredient, often spiced or paired with other accompaniments.",2,Processing,1,0700000001,Westlands Commercial Centre,"Ring Road, Westlands",00100,Nairobi,Westlands
84,[Business] Swahili Palace,Michel,Hussein,0775898515,611 Waiyaki Way,Apt 15,46614,Muranga,Subukia,0,661,2025-02-22 23:28:08,2025-02-27 09:09:35,2025-02-27 18:02:09,2,84,608,2,2,2,2,The steak was overcooked.,P057,1,200.00,Kuku na Matoke,Chicken served with plantains.,70,100.00,200.00,3,Meat-Based Dishes,"Dishes made with different types of meat, such as beef, chicken, or goat.",2,Processing,1,0700000001,Westlands Commercial Centre,"Ring Road, Westlands",00100,Nairobi,Westlands
84,[Business] Swahili Palace,Michel,Hussein,0775898515,611 Waiyaki Way,Apt 15,46614,Muranga,Subukia,0,661,2025-02-22 23:28:08,2025-02-27 09:09:35,2025-02-27 18:02:09,2,84,608,2,2,2,2,The steak was overcooked.,P014,8,150.00,Mutura,"Kenyan sausage made from minced meat, blood, and spices.",60,70.00,150.00,3,Meat-Based Dishes,"Dishes made with different types of meat, such as beef, chicken, or goat.",2,Processing,1,0700000001,Westlands Commercial Centre,"Ring Road, Westlands",00100,Nairobi,Westlands
84,[Business] Swahili Palace,Michel,Hussein,0775898515,611 Waiyaki Way,Apt 15,46614,Muranga,Subukia,0,661,2025-02-22 23:28:08,2025-02-27 09:09:35,2025-02-27 18:02:09,2,84,608,2,2,2,2,The steak was overcooked.,P093,3,200.00,Biltong,"Cured and dried meat, typically beef or game, seasoned with spices.",80,100.00,200.00,10,Combination Plates,"Meals that combine multiple components, such as staples paired with vegetables, beans, or meat.",2,Processing,1,0700000001,Westlands Commercial Centre,"Ring Road, Westlands",00100,Nairobi,Westlands
335,Marie Lumumba,Marie,Lumumba,0756099492,631 Kileleshwa Rd,Apt 84,81718,Tharaka-Nithi,Molo,1,681,2022-07-31 03:09:07,2022-08-01 09:19:10,,4,335,2418,4,4,3,4,Great place for celebrations.,P099,1,100.00,Potjiekos,"A slow-cooked stew made with meat, vegetables, and spices, traditionally cooked in a cast-iron pot.",60,50.00,100.00,10,Combination Plates,"Meals that combine multiple components, such as staples paired with vegetables, beans, or meat.",4,Delivered,1,0700000001,Westlands Commercial Centre,"Ring Road, Westlands",00100,Nairobi,Westlands
241,[Business] Villa Rosa Palace,Emmanuel,Mwangi,0723125289,739 Donholm Rd,Apt 11,68219,Baringo,Naivasha,1,691,2024-02-05 05:25:37,2024-02-09 15:07:44,2024-02-08 19:32:02,3,241,1757,5,5,5,5,Staff were very friendly.,P006,4,200.00,Pilau,"Spiced rice dish cooked with meat, typically beef or chicken.",70,100.00,200.00,4,Rice Dishes,"Dishes that use rice as the main ingredient, often spiced or paired with other accompaniments.",3,In Transit,1,0700000001,Westlands Commercial Centre,"Ring Road, Westlands",00100,Nairobi,Westlands
241,[Business] Villa Rosa Palace,Emmanuel,Mwangi,0723125289,739 Donholm Rd,Apt 11,68219,Baringo,Naivasha,1,691,2024-02-05 05:25:37,2024-02-09 15:07:44,2024-02-08 19:32:02,3,241,1757,5,5,5,5,Staff were very friendly.,P083,6,50.00,Fufu,"A starchy side dish made from cassava, yams, or plantains, pounded into a dough-like consistency.",100,20.00,50.00,10,Combination Plates,"Meals that combine multiple components, such as staples paired with vegetables, beans, or meat.",3,In Transit,1,0700000001,Westlands Commercial Centre,"Ring Road, Westlands",00100,Nairobi,Westlands
241,[Business] Villa Rosa Palace,Emmanuel,Mwangi,0723125289,739 Donholm Rd,Apt 11,68219,Baringo,Naivasha,1,691,2024-02-05 05:25:37,2024-02-09 15:07:44,2024-02-08 19:32:02,3,241,1757,5,5,5,5,Staff were very friendly.,P013,3,70.00,Omena,"Small dried fish, typically fried with onions and tomatoes.",80,30.00,70.00,7,Fish Dishes,"Dishes prepared using fish as the main ingredient, either fried, grilled, or cooked in stews.",3,In Transit,1,0700000001,Westlands Commercial Centre,"Ring Road, Westlands",00100,Nairobi,Westlands
283,[Business] Sarova Retreat,Wanjiku,Munee,0733302481,91 Nakuru Blvd,Apt 48,74290,Baringo,Molo,1,693,2022-12-04 03:36:27,2022-12-07 06:49:42,2022-12-06 12:44:10,2,283,2046,4,3,4,5,Loved the complimentary appetizers.,P050,8,150.00,Supu ya Nyama,Beef soup cooked with spices.,60,70.00,150.00,6,Soup/Stew Dishes,"Soups or stews made with a variety of ingredients, including meat, vegetables, or plantains.",2,Processing,1,0700000001,Westlands Commercial Centre,"Ring Road, Westlands",00100,Nairobi,Westlands
283,[Business] Sarova Retreat,Wanjiku,Munee,0733302481,91 Nakuru Blvd,Apt 48,74290,Baringo,Molo,1,693,2022-12-04 03:36:27,2022-12-07 06:49:42,2022-12-06 12:44:10,2,283,2046,4,3,4,5,Loved the complimentary appetizers.,P092,1,100.00,Bobotie,"A spiced minced meat dish baked with an egg-based topping, often served with yellow rice.",60,50.00,100.00,10,Combination Plates,"Meals that combine multiple components, such as staples paired with vegetables, beans, or meat.",2,Processing,1,0700000001,Westlands Commercial Centre,"Ring Road, Westlands",00100,Nairobi,Westlands
754,Pierrette Omondi,Pierrette,Omondi,0709708823,580 Buruburu Rd,Apt 67,7308,Mombasa,Langata,0,721,2025-02-07 14:32:46,2025-02-09 23:56:40,,2,754,5371,4,4,4,3,Average experience.,P095,2,50.00,Chakalaka,"A spicy vegetable relish made with tomatoes, onions, peppers, and beans.",100,20.00,50.00,10,Combination Plates,"Meals that combine multiple components, such as staples paired with vegetables, beans, or meat.",2,Processing,1,0700000001,Westlands Commercial Centre,"Ring Road, Westlands",00100,Nairobi,Westlands
754,Pierrette Omondi,Pierrette,Omondi,0709708823,580 Buruburu Rd,Apt 67,7308,Mombasa,Langata,0,721,2025-02-07 14:32:46,2025-02-09 23:56:40,,2,754,5371,4,4,4,3,Average experience.,P057,8,200.00,Kuku na Matoke,Chicken served with plantains.,70,100.00,200.00,3,Meat-Based Dishes,"Dishes made with different types of meat, such as beef, chicken, or goat.",2,Processing,1,0700000001,Westlands Commercial Centre,"Ring Road, Westlands",00100,Nairobi,Westlands
196,Felix Mandela,Felix,Mandela,0779109031,276 Dennis Pritt Rd,Apt 78,89460,Tharaka-Nithi,Changamwe,1,729,2025-03-01 21:57:52,2025-03-06 10:06:06,,4,196,1413,1,1,1,1,Portions were small.,P058,7,200.00,Nyama na Matoke,Beef served with plantains.,60,100.00,200.00,3,Meat-Based Dishes,"Dishes made with different types of meat, such as beef, chicken, or goat.",4,Delivered,1,0700000001,Westlands Commercial Centre,"Ring Road, Westlands",00100,Nairobi,Westlands
196,Felix Mandela,Felix,Mandela,0779109031,276 Dennis Pritt Rd,Apt 78,89460,Tharaka-Nithi,Changamwe,1,729,2025-03-01 21:57:52,2025-03-06 10:06:06,,4,196,1413,1,1,1,1,Portions were small.,P036,5,60.00,Maharagwe ya Nazi,Beans cooked in coconut milk.,90,30.00,60.00,5,Legume-Based Dishes,"Dishes featuring beans, lentils, or other legumes, cooked with spices or coconut milk.",4,Delivered,1,0700000001,Westlands Commercial Centre,"Ring Road, Westlands",00100,Nairobi,Westlands
196,Felix Mandela,Felix,Mandela,0779109031,276 Dennis Pritt Rd,Apt 78,89460,Tharaka-Nithi,Changamwe,1,729,2025-03-01 21:57:52,2025-03-06 10:06:06,,4,196,1413,1,1,1,1,Portions were small.,P059,3,70.00,Matoke na Maharagwe,Plantains cooked with beans.,70,30.00,70.00,6,Soup/Stew Dishes,"Soups or stews made with a variety of ingredients, including meat, vegetables, or plantains.",4,Delivered,1,0700000001,Westlands Commercial Centre,"Ring Road, Westlands",00100,Nairobi,Westlands
665,[Business] Sarova Hotel,Amina,Mbeki,0761502055,945 Ngong Rd,Apt 20,88269,Kiambu,Kisumu West,0,735,2021-04-25 02:23:01,2021-04-27 15:16:03,2021-04-30 13:00:22,1,665,4752,1,1,1,1,The lighting was too dim.,P048,1,60.00,Maharagwe na Chapati,Beans served with chapati.,90,30.00,60.00,5,Legume-Based Dishes,"Dishes featuring beans, lentils, or other legumes, cooked with spices or coconut milk.",1,Pending,1,0700000001,Westlands Commercial Centre,"Ring Road, Westlands",00100,Nairobi,Westlands
665,[Business] Sarova Hotel,Amina,Mbeki,0761502055,945 Ngong Rd,Apt 20,88269,Kiambu,Kisumu West,0,735,2021-04-25 02:23:01,2021-04-27 15:16:03,2021-04-30 13:00:22,1,665,4752,1,1,1,1,The lighting was too dim.,P003,7,300.00,Nyama Choma,"Grilled meat, typically goat or beef, seasoned with salt and spices.",50,150.00,300.00,3,Meat-Based Dishes,"Dishes made with different types of meat, such as beef, chicken, or goat.",1,Pending,1,0700000001,Westlands Commercial Centre,"Ring Road, Westlands",00100,Nairobi,Westlands
665,[Business] Sarova Hotel,Amina,Mbeki,0761502055,945 Ngong Rd,Apt 20,88269,Kiambu,Kisumu West,0,735,2021-04-25 02:23:01,2021-04-27 15:16:03,2021-04-30 13:00:22,1,665,4752,1,1,1,1,The lighting was too dim.,P011,6,60.00,Matoke,"Steamed or boiled plantains, often served with a meat stew.",70,30.00,60.00,6,Soup/Stew Dishes,"Soups or stews made with a variety of ingredients, including meat, vegetables, or plantains.",1,Pending,1,0700000001,Westlands Commercial Centre,"Ring Road, Westlands",00100,Nairobi,Westlands
523,[Business] InterContinental Inn,Michel,Mbeki,0793947903,930 Runda Dr,Apt 59,39852,Marsabit,Kisauni,0,742,2022-07-30 11:05:55,2022-07-31 01:27:26,2022-08-01 07:12:38,4,523,3774,3,3,3,3,Overpriced for the quality.,P007,8,80.00,Mukimo,"Mashed potatoes mixed with maize, beans, and greens.",90,40.00,80.00,5,Legume-Based Dishes,"Dishes featuring beans, lentils, or other legumes, cooked with spices or coconut milk.",4,Delivered,1,0700000001,Westlands Commercial Centre,"Ring Road, Westlands",00100,Nairobi,Westlands
109,[Business] Sarova Residences,Felicite,Mbeki,0767755053,937 Kiambu Rd,Apt 77,65078,Isiolo,Kisumu West,0,743,2023-01-18 04:40:26,2023-01-23 02:21:30,2023-01-21 17:46:41,1,109,792,1,1,1,1,Limited vegetarian options.,P059,1,70.00,Matoke na Maharagwe,Plantains cooked with beans.,70,30.00,70.00,6,Soup/Stew Dishes,"Soups or stews made with a variety of ingredients, including meat, vegetables, or plantains.",1,Pending,1,0700000001,Westlands Commercial Centre,"Ring Road, Westlands",00100,Nairobi,Westlands
